49,Wow! The tastiest Pork Chop I have eaten in a LONG time. Great service and the Potato Skins app was really good. They do give you a LOT of food and a to go...
49,"Wings were cooked right!!  #Tiptop 
   All Food coming out of the kitchen looked terrific. Service at the bar was off!  
       Dinning room was hopping and..."
49,Grand Slam is a sports-themed restaurant in a strip mall with a fairly predictable menu heavy on fried foods but one that also takes a few chances and...
50,Amazing food and some how even better atmosphere.  Amazing tavern wish my family was with me I could hang out here all day. I wish I lived here
50,"We stopped while driving by on I-86 and really enjoyed it!
We each had a great sandwich, and service was incredible.  I highly recommend."
50,"The food here is very very good.  I had the Triple B burger, and it was exceptional.  
The drinks are reasonably priced, the staff are very friendly and the..."
52,"And it's back. Not all the way, but in the most important ones. Went in last night as I haven't been back since my last review and I have to say, that..."
52,"Service a little slow, but well worth the wait. Combination lo-mein, the best I've ever eaten from California to New York!  Combination egg foo young the..."
52,"Staying locally through AirBnB and tried this place for dinner.

First of all, the ""Waiter"" put a glass of ice water (NO ice) on the edge of the table..."
57,"My favorite pizza place of all time, I started eating here 30+ years ago and its still awesome! When we co.e up from Florida we always make sure to get..."
57,"Cheese is it !   Sauce makes you happy - #Trivalley 
Personality is the closer #Tiptop the local Pie"
57,"Ummm, I like the atmosphere in here, the employees are somewhat friendly but I'm just a bit underwhelmed with the lack of flavor and taste with the pizza..."
59,Usually pretty good place but we went in Sunday and waited to be seated at least 8 minutes before we sat.ordered waited at least 45 minutes for our...
59,"My family wanted to eat hear really bad because of the lobster special.  I have to admit, I was surprisely impressed.  I always felt the food here was..."
59,Amazing service and a special shout-out to Cher for making our time at Friendly's so memorable
60,I was recently admitted to Olean General Hospital for a minor infection in my leg that required IV antibiotics. I was there from the evening of 7/2 until...
60,"Olean general is garbage,,,you are better off going to the liquor store for meds,my wife went there at the advise from the VA.
She was bleeding while going..."
60,"this place Is pathetic, OGH, means ""Oh God Help Me"" not Olean General Hospital, the upper management is the worst of the of worst, Tim Finan is a blithering..."
73,"Dr. Sheikh and his staff provide you with excellent care, they are always on top of things and Dr. Sheikh goes out of his way to clearly explain things to..."
110,"Went there for 4 new tires... what could happen, right? Well, AFTER, installing the tires, the manager (Paul) told me that I have 'a big problem'... And..."
110,"I took my RV tire and wheel to be mounted there, because they had Nitrogen. When I went to install it on my RV I noticed they did not line up the paint dot..."
119,"My mother went in to get two new tires put on her car. She had run a curb and now was running with a donut tire on one side. When she got to Walmart, they..."
119,"The wait was ridiculous, customer service is a joke. And a multi billion dollar year company can't make an appointment. Terrible"
124,"Best screen printers in the biz.  Great designers with the best quality and the best prices.  Whenever I'm making T-shirts, I turn to this honest small town..."
126,"So, I must sometimes get gas on the way back from work at St. Bonaventure U to my home in Buffalo. This 7-Eleven offers a perfectly serviceable opportunity..."
126,"This is located quite far off the beaten path of the highway.
The flow of the floorplan is atrocious.
An elderly customer was diggin through the garbage..."
126,I used to buy beer and cigarettes here from 2003-2007. They always had ample supply of both. Met expectations.
132,"Really nice little store in a nice little town run by an even nicer family. Boutique feel, classy. They have so many cute things for sale and a great set..."
133,"DO NOT GET YOUR CELLPHONE REPAIRED HERE

This is a review regarding Staples' Tech Center:

On Tuesday, June 18th '19 , I walked into staples looking to have..."
133,"Customer service is mediocre at best. Print order was not ready when promised, which necessitated multiple trips to the store. When calling, be prepared to..."
133,"I'm not usually a fan of big-box stores, but this Staples has been a convenient stop for me when visiting Olean and finding that I've forgotten my..."
135,Very poor service Alyssa e. Had a bad attitude tried selling us display model for $850 purchase did not tell us that it was the display model until it was...
136,"No customer service. We were assured the mistake they made by sending me the wrong color phone would be fixed if we drove to the closest store, sadly, this..."
136,"Had focus problems with camera on brand-new phone, unable to fix after a week of trying and calling Verizon tech service. Tech service referred me here, a..."
136,Rude and very pushy staff will not help fix devices only try to sell you on more stuf ..I refuse to set foot in this store anymore ..I go to BJ's they are...
138,"Well this will be the very last time I shop at Big Lots in Olean N.Y.
We buy a couch and loveseat last Friday, Oct 24th. we were given a bit of a hard time..."
138,"I've had no issues here. Nice staff, good finds, decent prices, pleasent shopping trip."
138,This place has the absolute worst smell of a store. IF you have asthma stay away it will give you an attack.i quit going in here  ..the Cashiers always act...
142,I love Eade fitness! Once you're there for a while it almost has a family atmosphere. Everyone there is rooting for each other to better themselves. I do...
144,Great place to go if you need physical therapy.  The staff is friendly and knowledgeable.  It is clean and well equipped and Mike takes his time to explain...
149,"If you are just simply naive or just have never been outside of Eldred and gone to a REAL gym, you will notice immediately that this is NOT a real gym.  The..."
153,Barry was one of my teachers over 30 years ago. He has a great program. I have my own school several hours away and use some of Barry's ideas to this day....
161,"Great time , went to see the live Reggae band and it was such a good time , Check them out  !"
161,"Who doesn't love Karaoke and here you get to do it with a live band and background singers (good ones).  Some the people that brave the stage are very, very..."
161,"Bottom Line:  A small venue so you can feel part of the action but you won't find any superstars here.

Ram's Head Center Stage is located inside of..."
162,"I was really looking forward to going to this escape room, I have to say, it was really difficult to complete. But still lots of fun trying.

This one has..."
162,Update... I tried this company again and had a great experience. I tried an easier room. And we all enjoyed it. The staff is ridiculously nice and...
162,"A lot of fun! We did the Inventor room, which was very well done. We did escape but it was challenging in a good way!

Only complaint is that we thought it..."
165,"Hiring Tommy Gatz Entertainment was one of the best decisions we made for our wedding.
 

We had a very accelerated timeline (thanks to our procrastination)..."
165,I think this DJ service is relatively new and hasn't been doing this for too long. I went to a wedding recently where he was the DJ and although there were...
165,"I've been in the events industry for over 5 years and have been dealing with the team at Tommy Gatz Entertainment personally for the past three. So, when it..."
169,"This place is great to see artists in a very intimate setting under the proviso that you're not on the left of the state.
We saw Aimee Mann there last night..."
169,"This is my second time here- the first was a few years ago with my in-laws for a singer-songwriter and dinner. This time I won free tickets to ""Ten Years..."
169,"Ok, this is intimate, a great a close venue to see your favorites. Worth it if you are a hard-core fan or just really want to enjoy an evening with live..."
170,"Tom is the most professional DJ/ KJ that I have ever worked with. Funny, witty, and has an easy going attitude that will instantly put you in a mood to..."
170,I recently got married and used Sight & Sound Entertainment for our DJ services. I give them an A++!!! Tom was our DJ and from start to finish he was a...
171,"Ahhh, memories.  I remember my parents taking me here when I was younger.  What's my fondest memory? Those scary clown trash cans with the huge swarm of..."
171,"I went here to cheer on my friend at Softball Practice. The fields were kept in fantastic shape, and the scenery was beautiful. Also, they have an entire..."
171,"Lake Waterford is a small park compared to other local parks.  However, it has lots to offer if nature is your interest.  During the fall/winter, migratory..."
173,"Had a good time yesterday visiting this park and it's small beach  

It seems to be not well known as the beach was small but not too many people there...."
173,"Fort Smallwood Park features numerous opportunities for outdoor activities, from running to just sitting in your car looking out over the water. I have..."
173,This park is very pretty and family friendly. There are small trails and in the summer beach are for swimming. Parking can be tight. There are rock...
174,Visited this park multiple times with my daughter. She's always had a good time and it's never disappointed. Our most recent visit was for their fall...
174,Put the goals back on the grass fields.  It was not hurting anyone and an excellent resource for kids and families to get exercise.  No reason to take them...
174,"Fun county park! Very clean! Came here with my family to enjoy the weather, see the animals, and walk around the park. All of the animals were out and..."
176,"I brought my dog to the Broadneck Park for the first time today. It has two enclosed off-leash areas, one for small dogs and another one for big dogs. Both..."
176,"Bottom Line:  A small park but it has all the park essentials.

As far as parks go, Broadneck Park is on the smaller side but I am sure glad I don't have to..."
176,"Great park.  It's a small local park with a mile paved path great for biking, walking or roller-blading.  It is mostly shaded but in some areas you will be..."
177,"This place is really nice but I think it's for the immediate residents,  there is no parking so when my wife and I went here we parked In the community and..."
177,"This dog park sits all the way in the back of Bell Branch Athletic Complex right off of RT424. During the summer months, most of the ground sand/dirt with..."
178,"This park is great.
Large soccer field.
2 swings with slides.
All my kids love it!!!!!
We come here very often to used up kids energy."
181,Bro I was scared when I wondered off the trail there was sleeping bags in the little forest; but if you keep yourself on the trail; you can appreciate and...
181,This was a nice park.  I came here for an early evening walk with a friend.  The walking trail surrounded the baseball fields and the basketball and tennis...
181,"I have been to Sawmill Creek dozens of times.  I love this park.  If you are interested in seeing flora & fauna, watching wildlife and birds, you won't be..."
192,Great crab cakes. Picked up crab cakes and several sides to eat at home and it made my out of town guest very Very happy.
192,"If you want good, tasty seafood and you don't want to spend an arm and a leg, Arundel Seafood is definitely a place you must check out. When you first walk..."
192,I would take one star away but the food and crabs plus corn was divine. The reason for wanting to take away the star due to confusion of ordering. You have...
193,"First time coming to this place and to celebrate valentines day.

As soon as we came, were greeted and seated, the place is very comfy and the environment..."
193,"My son and I went here for a dinner date before a movie. I was here visiting. My son is stationed there so, this was our first meal. The place is huge! We..."
193,"Loved the ambiance, the prices, the vibe and satisfaction of customers who positively enjoyed their dining experience on a Sunday. Reservation was for two..."
195,"Allison's is your quintessential locally-loved family restaurant - good eats, intimate settings, and sweet customer service!  

Admittedly, the first time I..."
195,"Cute little Italian spot. Gentlemen who sat us was charming. Waitress was new and couldn't recommend anything on the menu. Ended up getting spaghetti. 

It..."
195,"Went to Allison's because it was geographically desirable and we heard their Lasagna entree was supberb. How wrong we were.
After being seated in a..."
196,Came in just to grab a couple filets for take out and the service I had at the bar from Megan was awesome. Literally worth writing a five star review for....
196,"THE BEST BRUSSELS I EVER EATEN!

You can never go wrong at Longhorn!

The steak was perfect, the sweet potato too...

I'm happy.

Great parking there a huge..."
196,"I might be behind the times but this was my first visit to a LongHorn Steakhouse. 

I thought it was pretty tasty and what expected. 

The waitress was..."
197,This was our second time coming to this location and it didn't fall short. It's convenient if you want to see a movie or take in the casino. We always park...
197,"Late dinner with the family at the Maryland Live location! Food and service  was great. However top shelf alcohol drinks were like juice, seriously believe..."
197,"Been awhile since we stopped here and we must say it was very good !

Our server was perfect, friendly and did a great job.

Our food was prepared and..."
200,"Awesome spot 
I think this will our go to date night spot 
Only a few miles from our house in Bowie and this is exactly what we were looking for.  A cool..."
200,"This was my first visit. This place is so right up my alley and it *should* have been a solid 4 to 4.5 stars.  Freshly, thoughtfully prepared, regionally..."
200,"I LOVE Harvest Thyme. It does get pretty crowded, but that's just a testament to how great this place is. Their pizza is my favorite, but everything is..."
204,"I have always liked the food and concept, but today was extra special customer service and I had to speak up. I accidentally ordered and paid via website..."
204,"My go to spot for lunch! I used to live in DC and really missed Cava, so when this one popped up near my work, I was thrilled. Everyone in my office is also..."
204,"I have only been here once but I think I can have a fresh, healthy food relationship with Cava. I will be back soon to try another dish. Cava is similar to..."
206,I don't usually get to MD Live! Casino but I got an invite from a very handsome guy that I couldn't refuse. Neither of us had been to the restaurant so we...
206,"Food is decent but what is going on with the chef??!??!? Why does it take 30 mins for some eggs and hash browns???? Okay, I ordered more than just plain..."
206,"I've given David's so many chances and I'm over it. The very first time a came here everything was fantastic! My steak was cooked perfectly, the service was..."
207,"Arturo's definitely exceeded our expectations of a restaurant in Glen Burnie. Although the outside and location are super misleading, the insight is rather..."
207,"Nice little gem in a Glen Burnie strip mall.

4.5

The bread was fresh out of the oven. 

The salads and drinks were amazing. 

The chicken parmesan was..."
207,Four stars only because the portions are small. The food is fabulous but I left a little hungry. I ordered calms with linguine.  You can't complain about...
208,"So it seems like every Friday in Maryland is typically packed to the max every single time I go to one.The wait time is ridiculous 25-45mins, for ALL party..."
208,"Sooooo Friday's is ""just okay"" as is, like it's a chain restaurant so you get what you get right? Honestly I'm cool with that and it definitely depends on..."
208,"You know TGIF I am totally disgusted with you. 
I ordered a cheeseburger on line and this is what l received. A burnt Burger. Some one needs to teach the..."
209,"Killarney House is one of the greatest restaurants in the area. It's my go to for Birthdays and I even had my wedding reception there!
I was thrilled to see..."
209,"Have been a patron of Killarney House for many years, mostly in the bar for a pint of Guinness and the friendly barkeeps and atmosphere. The food is also..."
209,"Hot damn this place is a solid FIVE STARS! 
We were passing by Davidsonville and decided to try Killarney house- absolutely no regrets.
It was the perfect..."
210,Came here with a party of 9 and made a reservation prior to secure a table. The service was excellent and quick. The servers are super attentive and served...
210,"I've been here twice to eat, but I've walked by several times whenever we go to the casino. The first time I came a few years ago, I ordered the shrimp chow..."
210,"I have been a patron of Luk Fu for some time, so the details of the events I am about to share was quite a shock as I experienced it.

A group of..."
221,This review is purely a warning. My only intention is to prevent another innocent family the trauma our family went through as a result of choosing this...
245,"My appointments kept getting coded in a way that wasn't covered through my insurance when it should have been. For example, I would schedule a annual..."
245,"Well, good luck seeing a doctor and getting past the iron gates of the phone reception. I'm sure the doctor's are great, but the office staff ruins it."
245,Dr. Martin is without question the best primary care doctor I've ever had. I found her by looking at the peer ratings for top doctors that are published...
251,"Just picked up a Honda Civic from Eddie and he is now our mechanic!!
Had the car at DarCars of Honda and was told needed to spend an additional $1700.00 to..."
251,"I had a good experience here. They were honest about the initial problem I took it in for, alerted me to small fixes, and told me about some bigger issues..."
251,Very friendly and knowledgeable place. I could tell they were working on many cars and people were waiting. But I was able to stop in and they quickly put...
252,My husband and I have been taking our vehicles for routine maintenance for a few years now. Everything from a simple oil change to replacing our catalytic...
252,"I love this place.  They are usually pretty quick and they do a good job.   I use all three services - the car wash, the oil change, and the repair shop...."
252,"There is a new auto repair shop in town: AAA Crofton/Gambrills Car Care, Insurance and Travel.   
Before going to AAA for an oil change, (synthetic oil for..."
255,"I found this place by searching the yellow pages. A great find! Guys are friendly, honest and good machanics. That's hard to find in today's market. I..."
255,"Great group of guys here at this repair shop. They take the time to do things right, get you the best deal they can, and explain what they have done. I took..."
255,I left this review on google as well.... Unfortunately this pains my heart. I was quoted $1100 for the work needed to get my car to run. Under my dads...
258,They did an excellent job on my tire alignment and were very reasonable in assessing my car for all other issues. I didn't feel like they were trying to get...
258,Hmmm been thinking about reviewing them for a while and after my last visit it was time to post feedback.  I found Wells on yelp after moving into the area....
258,"Well,overall they seem like a nice mechanic shop. I recieved great costumer service in shop,they promptly called me when my car was finished, and I even..."
265,"You gained a new loyal customer today! 

As a single woman I have the typical fears of going to a car mechanic and expecting to be overcharged or told..."
265,"Amazing service with an affordable price. Was visiting my sister from California and noticed the her GLK was driving rough and had a check engine light on,..."
265,"This place is a gem and the owner is truly an asset to the Riverview community.  They worked on both my cars, brakes for my MX5 and check engine light an..."
268,"Shame on you for repeatedly mailing a damaged evening gown to me and failing to damage it out, cheating an unsuspecting customer, and wasting her time.  I..."
268,Not a big surprise Macy's is suffering. Took a 10 dollar gift card to the store. Tried to use it. Clerk couldn't figure it out but somehow managed to...
268,"The sales rep was extremely pleasant : I honestly believe she lied to me about a particular bag I wanted to purchase. When I walked in, I was pleasantly..."
269,"Great fish tank.
My BFF wants to buy a boat for fishing.
Their decoration is so amazing.
So many fish/shark, animals hanging.
They even have arcade zo"
269,"I love this place.
Been here so many times.
I really want to get this boat for fishing.
Their giant fish tank inside is our favorite. Will get more pictures..."
269,"More than just a outdoor store, it is part museum, part aquarium, part gaming center. There's a climbing wall, a shooting range, a bunch of bass and other..."
271,"This place is okay.
Greatly located next to mall.
There's even a McDonald's inside, perfect."
271,"One star for ""75% off Christmas products""
It's so hard to believe that Walmart is one of the largest company in the US. Restroom is so nasty. 
The towel..."
271,This was a nice Walmart it had the normal things you would expect at any Walmart. I was a bit disappointed that they didn't have the fresh section that some...
272,"Fortunate to have this store at the mall. A very nice shopping destination. Great service, lots of parking and easy to get help.

I particularly like the..."
272,I have been going to this particular store for years due to its closer proximity to me then my favorite Nordstrom's location (Westfield Montgomery). Since I...
272,"Nordstrom.... My haven my joy.
The holy grail for shopping. Quality goods and customer service is why the company rocks! 
It's a very small store but has..."
283,"Tons of charges that Verizon store would not charge.
Upgrade fee $40
Setup fee $40
I bought iphone XR which retails for $749, but they charged $760
Never go..."
283,"Good: The staff members I dealt with were friendly, the location and hours are convenient.

Bad: Terrible policies and selection, understaffed, two failed..."
283,Stood around after signing in and no one helped us the small store. Even though we were top of the list. Don't waste your time here. I'm actually still here...
283,"Went to this place in Columbia, MD. I worked with Anthony(Tony). After leaving the store I learned later that he lied to me about 3 different things and now..."
284,"In order to go shopping at Costco you need to mentally prepare yourself. First, you need to navigate the parking lot, like Mario Andretti. People will cut..."
284,I honestly don't know how the design for this Costco's entrance/exit and parking set-up got approved. I recommend saving up a long list of items to get all...
284,I've been going to this location for many years. The food service is always very fast and I always get courteous service. It can get very busy on the...
292,For 10.00's a month you get free access to the trainer on site. She will not only help plan your workouts that are designed to your specific needs. You can...
292,"You get what you pay for...

I have been patrozing this gym for almost 5 years. 
It was and still is a great deal for the price of 10.00/mo. But cheaper..."
292,"Not much to say here. The staff is very friendly, the bathrooms are always clean, and the equipment is in good shape. I wish they had a few more benches to..."
293,"It's good enough a great value for the family. Lots of classes, a nice indoor and heated outdoor pool. Awesome water exercise class. 
Lots of equipment...."
293,"Had the best YMCA spin class ever (comparable to a soul cycle, rev, or boutique spin) from Victor. I saw a very negative review about Victor and I was quite..."
293,"Great place to get healthy!  The facility (which they are constantly improving upon) is clean and well-equipped.  The instructors are knowledgeable,..."
295,"Yes this gym is small,  but:
- you have great access to tons of machines even though it's kind of a gym on a smaller side
-great selection of..."
295,"My son cancelled his membership after a year and we coordinated the contact payment through Brandon, the Manager at Gold's Gym, and still my son gets..."
295,"Good gym for the majority two levels with plenty of variety of equipment a large parking lot that attached to mall so there is always a ton of parking, on..."
296,"Awesome place, with wonderful staff. Extremely friendly and they make you feel right at home. Not to mention my kids love the facility and all the..."
296,"Just leaving from my daughter's birthday party and I cannot rave enough about what a wonderful experience it was. Fun equipment for kids all ages, engaging..."
296,I was on the fence of giving this place four or five stars.  It is great but really small compared to similar kids gyms. We went here for the first time...
297,"Great family fun, reasonably
Priced and many  activities to choose from. My one concern I is I signed up my 8 year for swim lessons. The beginner class..."
297,"This is a very nice facility! Been bringing grandkids to their swim team practices this summer. On two occasions, I went on inside and did a workout.  More..."
297,"A fantastic place to get fit! 

They have an abundance of cardio equipment and weights. The equipment is kept in great condition and clean! They offer a..."
298,"First of all, I would like to say the airflow is wonderful. At my last gym, there wasn't any. The smell could get rather nauseating. 

They offer quite a..."
298,I went often to the pool until my agency opened and now use the gym in our facility.  The pool is nice with plenty of lap spacing.  One lane is used for...
298,"Ill keep it straight and to the point

PRos: 

Free for gov't and military
A pool, dry sauna, ample heavy weights and cardio, aerobic classes, boxing area,..."
299,Eh.... this gym needs a serious deep clean. I can't comment on the service because no one was there when I went but the machines are very dirty. Especially...
299,Dirtiest and worst managed Anytime Fitness I have ever been to.  Unfortunately this is the closest Anytime Fitness to me since I've moved into Baltimore...
299,"Cancelling my membership was a huge pain. The first few times I called, the guy who can apparently cancel memberships wasn't there. (Why is only one guy..."
301,"This is the place - real, raw, legit, all business and not for your New Years resolution weenies.  This is the type of place you want to go when you are..."
301,"A boxing gym for the serious boxer. The first class is free. Had my first class with Coach Nick, who is the owner. Coach Nick is a very knowledgeable,..."
303,My husband and I joined Foundation Fitness of Annapolis in the Fall of 2019 and I signed up for personalized training sessions; 30 min each week at a cost...
303,"Horrible club and manager!

The club is always dirty, the machines are broken and never fixed.  The water is not filtered and is nasty.  Lastly, when you..."
303,I joined Premier Fitness 10 years ago.  I joined for the primary reason that they had a women's gym.  When the business was sold last year and became...
304,THIS Gym has Awesome Customer service! DORIA is AMAZING. She immediately helped me and she was super nice and Danny which is the Operation Manager was...
304,"The worst gym I have ever seen. They only want to earn money. Trainers are not professional, and they will never let you cancel the training. Thay told me..."
304,Place is a mess. Locker rooms are not cleaned. Garbages are always full. Gym floor paper towel rolls are empty and can't clean equipment. Needs some management
305,"One of the cleanest, fully equipped planet fitness I've been to yet. I love the organization of the gym. Cardio is to the left, and free weights to the far..."
305,"Friendly staff and big gym are a plus. The bathroom/ dressing rooms are clean and well maintained. 

Location near Costco. I do my shopping after working..."
305,"This is a nice gym facility. Clean, organize with friendly staffs. I am not at all intimidated. I can handle the situation without pressure."
306,This Anytime Fitness is on the small side in comparison to the equipment they have but they do have most everything you might need. They have a couple power...
306,"Dropped by today as I have been looking for a place. Oddly enough, last year I looked into an Anytime in Fayetteville NC and found their customer service to..."
306,"I absolutely love their model! As a member, you pay a very reasonable monthly fee and you get a key fob where you can go to any anytime fitness location. I..."
309,"Man, all I want to say is just go! You will not be disappointed! There's nothing else to say."
309,No cover charge! $7 Drink menu! Wide variety of sexy dancers! My new go to Gentlemens club since Norma Jean's wants to charge $20 at the door... at 8pm!
311,"There are a ton of things that age you, but special are the things that can make you feel old and young at the same time. This is what Power Plant does to..."
311,"GREAT set up for the Cody Johnson (and Josh Ward) show. We had already seen him once in Philly. The place was packed but you could see from anywhere, so..."
311,"Great event space. Indoor and outdoor space, ending in the back with a sound stage for bands.  Even an upstairs with a bar and seating area. There's also a..."
315,"I feel as though most reviewers of strip clubs are ""high end rollers"" who want to wait to be waited on. Or at least that is what they aspire to be for the..."
315,I heard this was an upscale club but boy was I disappointed. For all that I should've went on the block to the pussycat club!!! Girls are young and rude......
315,This plase has gone down hill all the girls do is play on there phones and bitch that they make no money my wife and i came there and were here for 2 hours...
321,"It is definitely a small venue.  But there isn't a bad spot in the venue.  I came here to see Bad Omens on March 3rd 2020.  The venue had decent sound, the..."
321,"I have mixed feelings about this venue. They're bring a huge variety of artist to their stage.... however, the stage is super small. There's a few limited..."
321,"Really enjoyed coming here for the recent Rubblebucket & Guerilla Toss show! The sound here was great, and I found the staff here overall to be very nice...."
322,"Tourist trap with touristy prices. Got a banana smoothie that tasted horrible because it wasn't even made with real, fresh fruit. Whatever chemical mixture..."
327,I want to preface this review by saying that I am *not* a runner. You know how people say running gets your mind off of things and makes you feel euphoric?...
327,"Area: 4 Out of 5
You can walk here from the inner harbor or save yourself the sweat and take the water taxi. We took the water taxi to Rusty Scuppler and..."
327,"The beauty of Baltimore's colonial-age; the wharf, the ships, the tawdry tug boats, old brick homes of the South side. 

Federal Hill gives visitors a Civil..."
328,Love love love Patterson park. The circumference is a little smaller than what I'm used to since I normally go to centennial but you can make up for it by...
328,"When it is 65 degress in December, there is one thing you should do... go outside and bask in all the glory. And maybe sprinkle in a dash of worry about..."
328,One of my favorite things in any city I live in is to find a quiet place where I can go get in a good walk or even sit out for a picnic and Patterson Park...
330,"I don't know what else you could want from a neighborhood park on the water! I take offense to someone's comment about 'bums fishing', those are our..."
330,You want a relaxing park with great views...???!!!?? Well look no further! This park has such amazing sun sets. There are several benches for you to take a...
330,This is probably one of my favorite places in the city. Im honestly surprised it took me this long to write the review. In every city i live i like to find...
331,Middle Branch Park is a part of the Gwynn Falls Trail that extends through Baltimore City into Baltimore County. Situated along the Patapsco River at Middle...
331,"Great surprise find on the other side of the bay. Quiet, empty, clean and wide spaces for you to jog in or kids to play in. Prime concert space, since it's..."
331,I was shocked to see that this is the park where the (very expensive to join) Baltimore Rowing Club calls home. It is a complete trash heap. There is broken...
333,Nice hidden little park Downtown/Near Water that is kind of tucked away from businesses and Light St. I've attended a few different events and food truck...
333,"A very cute park in an area of town that is much more commercial than residential, and yet there are playthings and activities for the littlest ones. Very..."
333,Hands down one of the best hidden gems in the city. Pierce's park is the best example of maximizing what can be offered in a relatively small space). Even...
337,"This park is walking/riding distance from my house. I rode my bike over yesterday and quite enjoyed the experience. It was a beautiful day, perfect for a..."
337,"My visit of the park was in August 2017.  As with all things there is some beauty.  Carroll Park has a historic mansion, view of the railroad, signage..."
337,I was attending an event with lots of security and police presence.   The surrounding neighborhoods were worrisome. The park was spacious enough for a large...
338,"Wyman Park Is near my house. It's not the largest park, about 16 acres, so not great for hiking or feeling totally away from the city. If you live in..."
339,Favorite park in Baltimore. Located in Locust Point but just minutes from the heart of Federal Hill. They have a fenced-in dog park that is less crowded...
339,My dog and I love this dog park. It's small but functional and a lot of nice dogs come here (mostly bigger but the vast majority are well-behaved). The only...
339,"Dog park is great, but it's filled with awful people. Very few people clean up after their dogs. Lots of dog fights (and fights between owners for that..."
340,"LOVE THIS PLACE!

Who knew there was such an amazing place in the heart of Baltimore City - this is the home of the original Raven - the one who you hear..."
340,"I was really delighted to find, on a hike around Gwynns Falls Leakin Park, that we're within walking distance of the Carrie Murray Nature Center.  After we..."
340,"Looking for inexpensive summer camp, you found it! We have our boys here for their summer camp, and it's inexpensive and they love it. The staff are polite..."
342,Nice water front park. Came here a few weeks ago to watch a band perform and they blew it away!  The temperature was be perfect for me. Nice breeze and...
342,"I feel Park is a strong word for site. It's a small grassy area with lots of trees and rocks to sit on, there's a splash fountain between the grass and the..."
342,Great place to cool off! Fountains to run through . Tons of shaded tables and umbrellas . Big field to run in. Next to Baltimore visitors center by the boats .
347,This restaurant offers pairable spectacular courses of your choosing in numerous fashions that allow you to build the feast of your dreams. Everything that...
347,"Charleston is a very nice restaurant, and one of the best meals I've had in Baltimore. They serve a pretty long French inspired menu, where you choose the..."
